Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,Agent,Country,State or Province,City,Order Date,Ship Date,Profit,Quantity ordered new,Sales
Low,0,35.99,0.99,2551,Joan Bowers,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,0.35,East,Erin,United States,Pennsylvania,York,04/04/2015,11/04/2015,265.96,12,385.45
Medium,0.03,12.53,7.17,2553,Virginia McNeill,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC ProClick Spines for 32-Hole Punch,0.38,Central,Chris,United States,Wisconsin,Kenosha,12/02/2015,13/02/2015,-20.32,1,19.32
Low,0.1,2.6,2.4,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,Central,Chris,United States,Wisconsin,Madison,09/01/2015,14/01/2015,-88.04,12,30.1
Critical,0,12.97,1.49,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.35,Central,Chris,United States,Wisconsin,Madison,02/02/2015,03/02/2015,180.23,19,261.21
Critical,0.06,4.91,0.5,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,0.36,Central,Chris,United States,Wisconsin,Madison,02/02/2015,02/02/2015,29.53,9,42.79
Not Specified,0.03,160.98,30,2561,Laurie Moon,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,East,Erin,United States,New York,Ossining,22/03/2015,25/03/2015,1261.47,11,1828.22
Not Specified,0.07,3.98,5.26,2561,Laurie Moon,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,0.38,East,Erin,United States,New York,Ossining,08/04/2015,10/04/2015,-59.96,7,29.77
Not Specified,0.07,12.22,2.85,2561,Laurie Moon,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,0.55,East,Erin,United States,New York,Ossining,08/04/2015,08/04/2015,89.41,12,147.19
Not Specified,0.08,4.55,1.49,2563,Karen Warren,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Presstex Flexible Ring Binders,0.35,Central,Chris,United States,Minnesota,Fridley,08/04/2015,09/04/2015,27.03,9,39.17
Critical,0,4.37,5.15,2570,Yvonne Stephens,Regular Air,Consumer,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ¨ Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,West,William,United States,California,Davis,25/04/2015,27/04/2015,-150.26,19,87.85
Critical,0.01,500.98,56,2570,Yvonne Stephens,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troyª Executive Leather Low-Back Tilter,0.6,West,William,United States,California,Davis,25/04/2015,26/04/2015,4899.13,14,7429.63
Critical,0.02,12.58,5.16,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",0.43,West,William,United States,California,Davis,25/04/2015,25/04/2015,44.71,18,224.29
Critical,0.1,7.7,3.68,2570,Yvonne Stephens,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O¨ Glasstiqueª Clear Desk Accessories,0.52,West,William,United States,California,Davis,25/04/2015,26/04/2015,-22.63,7,51.2
Critical,0.01,500.98,56,2571,Rosemary O'Brien,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troyª Executive Leather Low-Back Tilter,0.6,East,Erin,United States,New York,New York City,25/04/2015,26/04/2015,4260.11,56,29718.53
Critical,0.1,7.7,3.68,2571,Rosemary O'Brien,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Deflect-O¨ Glasstiqueª Clear Desk Accessories,0.52,East,Erin,United States,New York,New York City,25/04/2015,26/04/2015,-25.14,27,197.48
Low,0.04,8.6,6.19,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,South,Sam,United States,Alabama,Opelika,02/05/2015,04/05/2015,309.71,5,46.85
Low,0.01,3.58,1.63,2578,Kent Gill,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",0.36,South,Sam,United States,Alabama,Opelika,02/05/2015,06/05/2015,-128.86,26,93.57
Low,0.08,105.49,41.64,2578,Kent Gill,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Balt Solid Wood Rectangular Table,0.75,South,Sam,United States,Alabama,Opelika,02/05/2015,09/05/2015,-36.95,34,2694.49
High,0.09,212.6,52.2,2579,Marshall Sutherland,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bush Advantage Collection¨ Round Conference Table,0.64,South,Sam,United States,Alabama,Phenix City,03/01/2015,04/01/2015,-274.5,1,174.5
Medium,0.07,1.76,4.86,2579,Marshall Sutherland,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Regeneration Desk Collection,0.41,South,Sam,United States,Alabama,Phenix City,17/01/2015,17/01/2015,0.59,15,26.01
Medium,0.04,510.14,14.7,2583,Wendy Pridgen Pearce,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Okidata ML520 Series Dot Matrix Printers,0.56,Central,Chris,United States,Michigan,Holland,07/06/2015,09/06/2015,-251.4,3,1527.97
Medium,0,4.76,3.01,2583,Wendy Pridgen Pearce,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",0.36,Central,Chris,United States,Michigan,Holland,07/06/2015,09/06/2015,-2.35,23,110.86
Critical,0.04,6.3,0.5,2584,Seth Matthews,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 48,0.39,Central,Chris,United States,Michigan,Inkster,09/06/2015,11/06/2015,67.61,15,97.98
Medium,0.01,6.48,6.57,2587,Eugene H Walsh,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 20,0.37,Central,Chris,United States,Wisconsin,Manitowoc,28/02/2015,28/02/2015,-46.52,18,127.83
Not Specified,0.02,22.72,8.99,2587,Eugene H Walsh,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",0.44,Central,Chris,United States,Wisconsin,Manitowoc,26/06/2015,26/06/2015,200.02,12,289.88
Low,0.02,419.19,19.99,2593,Anne Schultz,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,0.58,South,Sam,United States,Georgia,Athens,17/04/2015,17/04/2015,-39.61,10,4354.55
Low,0.01,85.99,0.99,2593,Anne Schultz,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory4,0.85,South,Sam,United States,Georgia,Athens,12/03/2015,17/03/2015,311.73,2,146.17
Low,0.05,5.74,5.3,2601,Malcolm French,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme Kleencut¨ Forged Steel Scissors,0.55,East,Erin,United States,New Hampshire,Merrimack,21/03/2015,26/03/2015,-50.75,7,42.02
Critical,0.07,200.99,4.2,2603,Penny Leach,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,East,Erin,United States,New Jersey,Hackensack,05/04/2015,06/04/2015,2225.08,22,3705.14
Critical,0.01,297.48,18.06,2604,Gina Curry,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,0.6,East,Erin,United States,New Jersey,Iselin,05/04/2015,06/04/2015,-338.18,3,945.36
High,0.09,5.4,7.78,2610,Tommy Lutz,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,0.37,West,William,United States,California,Davis,16/05/2015,17/05/2015,-136.25,9,49.24
Low,0.02,50.98,13.66,2613,Anthony Stanley,Express Air,Corporate,Office Supplies,Appliances,Small Box,Eureka The Boss¨ Cordless Rechargeable Stick Vac,0.58,East,Erin,United States,New Jersey,Fords,24/01/2015,24/01/2015,-25.76,1,68.45
Critical,0,2.6,2.4,2616,Laurence Hull,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.58,Central,Chris,United States,Michigan,Portage,11/03/2015,13/03/2015,-45.21,16,44.75
Not Specified,0.1,3.25,49,2617,Gerald Crabtree,Regular Air,Corporate,Office Supplies,Appliances,Large Box,"Bravo IIª Megaboss¨ 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0.56,Central,Chris,United States,South Dakota,Aberdeen,27/06/2015,28/06/2015,-286.25,6,40.69
Medium,0.1,7.64,1.39,2618,Amy Hamrick Melvin,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,0.36,East,Erin,United States,New York,New York City,17/01/2015,19/01/2015,16.12,18,130.11
Medium,0,125.99,2.5,2618,Amy Hamrick Melvin,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,6162,0.59,East,Erin,United States,New York,New York City,17/01/2015,19/01/2015,-815.9,3,337.34
Medium,0.1,11.55,2.36,2618,Amy Hamrick Melvin,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 309,0.55,East,Erin,United States,New York,New York City,17/01/2015,18/01/2015,15.81,25,280.43
High,0.05,4.84,0.71,2618,Amy Hamrick Melvin,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,East,Erin,United States,New York,New York City,23/03/2015,23/03/2015,29.17,20,103.39
High,0.01,14.98,7.69,2618,Amy Hamrick Melvin,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Super Decoflex Portable Personal File,0.57,East,Erin,United States,New York,New York City,23/03/2015,25/03/2015,-48.97,28,435.39
Critical,0.1,20.27,3.99,2618,Amy Hamrick Melvin,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Fellowes Mighty 8 Compact Surge Protector,0.57,East,Erin,United States,New York,New York City,23/03/2015,24/03/2015,84.05,53,1051.52
High,0.05,4.84,0.71,2619,Brandon E Shepherd,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,Central,Chris,United States,South Dakota,Sioux Falls,23/03/2015,23/03/2015,17.84,5,25.85
Not Specified,0.1,30.98,8.99,2619,Brandon E Shepherd,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",0.58,Central,Chris,United States,South Dakota,Sioux Falls,09/02/2015,11/02/2015,-20.22,4,119.37
Critical,0.1,20.27,3.99,2620,Phyllis Little,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Fellowes Mighty 8 Compact Surge Protector,0.57,South,Sam,United States,Tennessee,Bartlett,23/03/2015,24/03/2015,381.62,13,257.92
High,0.03,40.97,8.99,2621,Robyn Hayes,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,0.59,South,Sam,United States,Tennessee,Brentwood,19/03/2015,20/03/2015,-177.06,5,207.22
High,0.1,41.94,2.99,2626,Lillian Fischer,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Extra Heavy Duty 4"" Binders",0.35,West,William,United States,California,Menlo Park,07/02/2015,08/02/2015,164.08,6,237.8
Medium,0.02,30.53,19.99,2628,Danielle P Rao,Express Air,Corporate,Office Supplies,Labels,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0.39,Central,Chris,United States,Oklahoma,Moore,17/01/2015,19/01/2015,-54.63,14,448.47
Critical,0.01,194.3,11.54,2630,Betsy Puckett,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,0.59,Central,Chris,United States,Oklahoma,Norman,05/01/2015,07/01/2015,690.18,5,1000.26
Critical,0.02,209.84,21.21,2630,Betsy Puckett,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,0.59,Central,Chris,United States,Oklahoma,Norman,05/01/2015,06/01/2015,1507.64,10,2184.99
Critical,0,145.45,17.85,2630,Betsy Puckett,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,Central,Chris,United States,Oklahoma,Norman,05/01/2015,07/01/2015,801.75,8,1191.2
High,0.07,65.99,5.99,2630,Betsy Puckett,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,i1000,0.58,Central,Chris,United States,Oklahoma,Norman,07/01/2015,08/01/2015,-139.18,3,165.71
Low,0.05,100.97,7.18,2638,Alicia Wood Shah,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Gyration Ultra Cordless Optical Suite,0.46,West,William,United States,Idaho,Boise,08/06/2015,08/06/2015,881.47,13,1277.49
Not Specified,0.05,4.98,0.49,2639,Marianne Connor,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery White Multi-Purpose Labels,0.39,West,William,United States,New Mexico,Roswell,19/03/2015,19/03/2015,3.84,3,14.2
Low,0.1,10.98,3.99,2647,Teresa Bishop,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples Surge Protector 6 outlet,0.58,West,William,United States,California,Bakersfield,17/03/2015,24/03/2015,-21.03,5,52.21
Low,0.01,39.98,9.2,2647,Teresa Bishop,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,0.65,West,William,United States,California,Bakersfield,17/03/2015,19/03/2015,117.52,4,170.32
High,0.01,39.98,4,2649,Leo J Olson,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,0.7,East,Erin,United States,Maryland,Edgewood,11/06/2015,12/06/2015,-30.81,5,203.29
Critical,0.05,35.99,5.99,2650,Joanne Chu,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,East,Erin,United States,Pennsylvania,Baldwin,04/05/2015,05/05/2015,524.32,26,759.88
Medium,0.06,47.9,5.86,2652,Brenda Ross,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1938,0.37,West,William,United States,California,Bakersfield,25/05/2015,27/05/2015,21.78,2,94.2
Not Specified,0.05,4.98,4.62,2653,Leo Kane,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,Central,Chris,United States,Kansas,Derby,22/02/2015,23/02/2015,-98.35,7,34.32
Not Specified,0.02,34.23,5.02,2653,Leo Kane,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,Hand-Finished Solid Wood Document Frame,0.55,Central,Chris,United States,Kansas,Derby,22/02/2015,24/02/2015,270.79,11,392.45
Medium,0.09,89.99,42,2655,Benjamin Lam,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",0.66,South,Sam,United States,Georgia,Atlanta,18/04/2015,18/04/2015,223.42,6,511.25
Critical,0.07,2.94,0.81,2655,Benjamin Lam,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Colored Pencils,0.4,South,Sam,United States,Georgia,Atlanta,08/04/2015,09/04/2015,-93.93,10,29.88
Critical,0.01,138.14,35,2660,Jeffrey Page,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,"SAFCO Commercial Wire Shelving, Black",,East,Erin,United States,Maine,Gorham,24/02/2015,26/02/2015,-321.51,4,599.03
High,0.04,90.24,0.99,2667,Pat Baker,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Kensington 6 Outlet MasterPiece¨ HOMEOFFICE Power Control Center,0.56,East,Erin,United States,Ohio,Lakewood,02/04/2015,04/04/2015,246.27,4,356.92
High,0.09,47.9,5.86,2667,Pat Baker,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1938,0.37,East,Erin,United States,Ohio,Lakewood,02/04/2015,04/04/2015,93.95,3,136.16
High,0.04,10.4,5.4,2668,Carlos Hanson,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",0.51,Central,Chris,United States,South Dakota,Rapid City,28/03/2015,29/03/2015,29.98,12,130.74
High,0.08,4.28,4.79,2668,Carlos Hanson,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1962,0.4,Central,Chris,United States,South Dakota,Rapid City,28/03/2015,30/03/2015,-121.2,12,49.87
Not Specified,0.06,3.93,0.99,2668,Carlos Hanson,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Staples Vinyl Coated Paper Clips,0.39,Central,Chris,United States,South Dakota,Rapid City,21/04/2015,23/04/2015,10.78,6,24.18
High,0.05,165.2,19.99,2670,Yvonne Mann,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,West,William,United States,California,Los Angeles,29/05/2015,29/05/2015,2008.71,167,27587.55
High,0.09,17.99,8.65,2670,Yvonne Mann,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Box,Model L Table or Wall-Mount Pencil Sharpener,0.57,West,William,United States,California,Los Angeles,29/05/2015,29/05/2015,-80.53,71,1191.58
High,0.05,165.2,19.99,2671,Lloyd Fuller,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,South,Sam,United States,Tennessee,Brentwood,29/05/2015,29/05/2015,-48.96,42,6938.19
Critical,0.03,41.32,58.66,2677,Geoffrey Rivera,Express Air,Small Business,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",0.76,South,Sam,United States,Virginia,Winchester,16/06/2015,17/06/2015,-32.82,10,419.27
Critical,0,6.88,2,2677,Geoffrey Rivera,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Ó x 11Ó",0.39,South,Sam,United States,Virginia,Winchester,16/06/2015,16/06/2015,-15.61,5,36
Low,0.09,8.74,1.39,2684,Edna Michael,Express Air,Small Business,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",0.38,South,Sam,United States,Florida,Port Charlotte,15/02/2015,20/02/2015,23.62,1,11.78
Low,0.09,18.97,9.03,2684,Edna Michael,Regular Air,Small Business,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,South,Sam,United States,Florida,Port Charlotte,15/02/2015,20/02/2015,-1748.01,1,20.96
Low,0.07,4.97,5.71,2684,Edna Michael,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"DAX Value U-Channel Document Frames, Easel Back",0.54,South,Sam,United States,Florida,Port Charlotte,10/04/2015,15/04/2015,-180.15,5,26.66
Low,0.09,2.62,0.8,2684,Edna Michael,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Staples Metal Binder Clips,0.39,South,Sam,United States,Florida,Port Charlotte,10/04/2015,12/04/2015,8.39,12,29.55
Low,0.03,65.99,8.8,2684,Edna Michael,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,6120,0.58,South,Sam,United States,Florida,Port Charlotte,10/04/2015,10/04/2015,9.94,21,1237.4
High,0,7.38,11.51,2685,Kathryn Wolfe,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Plastic Binding Combs,0.36,East,Erin,United States,New York,Plainview,04/04/2015,05/04/2015,-66.17,2,17.64
Critical,0.09,3.75,0.5,2689,Marlene Gray,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 496,0.37,East,Erin,United States,New Jersey,Clifton,04/05/2015,06/05/2015,51.22,21,74.23
Critical,0.01,30.98,9.18,2693,Lloyd Cannon,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1951,0.4,East,Erin,United States,Vermont,Bennington,04/05/2015,04/05/2015,380.47,20,627.19
Critical,0.05,107.53,5.81,2696,Sally Dunn,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0.65,South,Sam,United States,Alabama,Tuscaloosa,05/03/2015,06/03/2015,-89.42,6,612.92
Critical,0.04,1.74,4.08,2697,Ricky W Clements,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,South,Sam,United States,Alabama,Vestavia Hills,23/02/2015,25/02/2015,9.25,16,29.08
Critical,0.01,119.99,56.14,2697,Ricky W Clements,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,South,Sam,United States,Alabama,Vestavia Hills,23/02/2015,24/02/2015,-1197.04,21,2569.57
Critical,0.06,4.98,4.95,2699,Marcia Greenberg,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,0.37,West,William,United States,Arizona,Bullhead City,22/05/2015,24/05/2015,-103.22,16,78.99
Not Specified,0.04,70.98,26.74,2699,Marcia Greenberg,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Hon Metal Bookcases, Black",0.6,West,William,United States,Arizona,Bullhead City,08/04/2015,10/04/2015,-84.63,19,1345.33
Critical,0.06,3.6,2.2,2704,Juan Gold,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",0.39,South,Sam,United States,Florida,Pensacola,30/04/2015,02/05/2015,2755.64,4,15.19
Low,0.03,13.48,4.51,2704,Juan Gold,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",0.59,South,Sam,United States,Florida,Pensacola,30/04/2015,04/05/2015,-256.02,4,59.49
Medium,0.07,60.97,4.5,2709,Stanley Steele,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,East,Erin,United States,Maryland,Ellicott City,28/05/2015,30/05/2015,-41.77,1,57.84
Medium,0,90.98,56.2,2709,Stanley Steele,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,East,Erin,United States,Maryland,Ellicott City,28/05/2015,30/05/2015,-1014.11,15,1425.71
Critical,0.07,2.88,0.5,2713,Lynda Banks,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 492,0.39,Central,Chris,United States,Michigan,Kalamazoo,21/06/2015,24/06/2015,17.43,9,25.26
Critical,0.03,348.21,40.19,2713,Lynda Banks,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,0.62,Central,Chris,United States,Michigan,Kalamazoo,21/06/2015,22/06/2015,-178.87,2,736.16
Low,0.01,29.89,1.99,2715,Becky Farmer,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,Central,Chris,United States,Michigan,Lansing,12/01/2015,16/01/2015,-74.64,1,31.96
Critical,0.1,6.74,1.72,2718,Caroline Stone,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Memo Book, 100 Message Capacity, 5 3/8Ó x 11Ó",0.35,Central,Chris,United States,Illinois,Lansing,01/03/2015,03/03/2015,65.41,15,98.17
Critical,0,40.48,19.99,2720,Donna Block,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,South,Sam,United States,Georgia,Dalton,16/06/2015,17/06/2015,-25.63,6,264.95
Critical,0.06,4.98,7.44,2724,Erika Clapp,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1922,0.36,South,Sam,United States,Tennessee,Chattanooga,01/05/2015,02/05/2015,-37.56,10,53.21
Critical,0.01,6.48,7.37,2724,Erika Clapp,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 210,0.37,South,Sam,United States,Tennessee,Chattanooga,01/05/2015,03/05/2015,-449.69,18,122.8
Not Specified,0.05,28.15,6.17,2725,Katharine Hudson,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",0.55,South,Sam,United States,Tennessee,Clarksville,17/01/2015,18/01/2015,-66.25,10,282.38
Low,0.08,230.98,23.78,2729,Penny O Caldwell,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Bush¨ Cubix Conference Tables, Fully Assembled",0.6,West,William,United States,Washington,Bellingham,06/03/2015,10/03/2015,501.69,4,924.8
Not Specified,0.05,100.98,7.18,2737,Rachel Bates,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Logitech Cordless Elite Duo,0.4,East,Erin,United States,Vermont,Rutland,22/04/2015,24/04/2015,566.61,8,821.17
Medium,0.03,15.31,8.78,2737,Rachel Bates,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Eldon Jumbo ProFileª Portable File Boxes Graphite/Black,0.57,East,Erin,United States,Vermont,Rutland,01/06/2015,02/06/2015,-57.56,12,194.08
Critical,0.02,33.98,1.99,2738,Sherri Kramer,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",0.45,East,Erin,United States,Vermont,South Burlington,13/04/2015,15/04/2015,164.06,7,237.77
Low,0.01,35.99,5.99,2741,Megan York,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,West,William,United States,Idaho,Caldwell,12/03/2015,19/03/2015,218.23,10,316.28
Medium,0.01,220.98,64.66,2745,Arnold Gay,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",0.62,West,William,United States,Arizona,Chandler,18/03/2015,19/03/2015,1049.03,11,2591.09
Medium,0.08,9.98,12.52,2747,Brian Grady,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon¨ Expressionsª Wood and Plastic Desk Accessories, Oak",0.57,East,Erin,United States,New York,New York City,05/02/2015,07/02/2015,-102.93,15,150.24
Medium,0.01,220.98,64.66,2747,Brian Grady,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",0.62,East,Erin,United States,New York,New York City,18/03/2015,19/03/2015,1049.03,44,10364.36
Critical,0.02,161.55,19.99,2750,Allen Nash,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer¨ Files,0.66,South,Sam,United States,Virginia,Waynesboro,08/03/2015,08/03/2015,664.52,4,657.61
Medium,0.08,22.01,5.53,2760,Evan Adkins,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilusª Battery Pencil Sharpener,0.59,East,Erin,United States,Connecticut,Waterbury,22/04/2015,24/04/2015,105.7,11,241.97
Medium,0.02,29.74,6.64,2764,Arnold Johnson,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Acco Perma¨ 2700 Stacking Storage Drawers,0.7,East,Erin,United States,New Jersey,Hackensack,22/04/2015,22/04/2015,-21.06,4,120.81
Low,0.03,5.85,2.27,2765,Tracy Schultz,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,East,Erin,United States,New Jersey,Lindenwold,28/05/2015,30/05/2015,-5.08,7,41.4
